sample_id,project_id,condition_id,rep,dataset,baseline,gene_change,change_type,machine,PMID,GEO,CEL_file,creator,creator-email,run-date,strain-description,growth-stage,temperature,isolate-type,base-media,carbon-source,nitrogen-source,Unnamed: 18,electron-acceptor,supplement,environment,,,,,,,,,,,,,,
oxidative__delsoxr_pq__1,oxidative,delsoxr_pq,1,RNAseq-1,,b4063,KO,Sangwoo Seo,Sangwoo Seo,09/04/14,Escherichia coli K-12 MG1655 del_soxR,MG1655,M9,glucose(2),NH4Cl(1),O2,,PQ (250uM),37,7,Kanamycin (50 ug/mL),Batch,0,No,,MiSeq,,2,oxidative/soxR-PQ-RNAseq-1_S2_L001_R1_001.fastq.gz,oxidative/soxR-PQ-RNAseq-1_S2_L001_R2_001.fastq.gz,oxidative__delsoxr_pq__1.bam,98.33,doi.org/10.1016/j.celrep.2015.07.043,GSE65711,1,,,,
oxidative__delsoxr_pq__2,oxidative,delsoxr_pq,2,RNAseq-1,,b4063,KO,Sangwoo Seo,Sangwoo Seo,09/04/14,Escherichia coli K-12 MG1655 del_soxR,MG1655,M9,glucose(2),NH4Cl(1),O2,,PQ (250uM),37,7,Kanamycin (50 ug/mL),Batch,0,No,,MiSeq,,2,oxidative/soxR-PQ-RNAseq-2_S3_L001_R1_001.fastq.gz,oxidative/soxR-PQ-RNAseq-2_S3_L001_R2_001.fastq.gz,oxidative__delsoxr_pq__2.bam,98.41,doi.org/10.1016/j.celrep.2015.07.043,GSE65711,1,,,,
oxidative__delsoxs_pq__1,oxidative,delsoxs_pq,1,RNAseq-1,,b4062,KO,Sangwoo Seo,Sangwoo Seo,09/18/14,Escherichia coli K-12 MG1655 del_soxS,MG1655,M9,glucose(2),NH4Cl(1),O2,,PQ (250uM),37,7,Kanamycin (50 ug/mL),Batch,0,No,,MiSeq,,2,oxidative/soxS-PQ-RNAseq-1_S1_L001_R1_001.fastq.gz,oxidative/soxS-PQ-RNAseq-1_S1_L001_R2_001.fastq.gz,oxidative__delsoxs_pq__1.bam,97.3,doi.org/10.1016/j.celrep.2015.07.043,GSE65711,1,,,,
oxidative__delsoxs_pq__2,oxidative,delsoxs_pq,2,RNAseq-1,,b4062,KO,Sangwoo Seo,Sangwoo Seo,09/18/14,Escherichia coli K-12 MG1655 del_soxS,MG1655,M9,glucose(2),NH4Cl(1),O2,,PQ (250uM),37,7,Kanamycin (50 ug/mL),Batch,0,No,,MiSeq,,2,oxidative/soxS-PQ-RNAseq-2_S2_L001_R1_001.fastq.gz,oxidative/soxS-PQ-RNAseq-2_S2_L001_R2_001.fastq.gz,oxidative__delsoxs_pq__2.bam,97.07,doi.org/10.1016/j.celrep.2015.07.043,GSE65711,1,,,,
nac_ntrc__wt_csn__1,nac_ntrc,wt_csn,1,RNAseq-1,,,,Donghyuk Kim,Donghyuk Kim,04/18/13,Escherichia coli K-12 MG1655,MG1655,W2,glucose(2),cytosine(2),O2,,,37,7,,Batch,,No,,MiSeq,,2,nac_ntrc/MG1655-W2-cytosine-1_S1_L001_R1_001.fastq.gz,nac_ntrc/MG1655-W2-cytosine-1_S1_L001_R2_001.fastq.gz,nac_ntrc__wt_csn__1.bam,93.29,From dissertation: https://escholarship.org/uc/item/0k4709x6,,1,,,,
nac_ntrc__wt_csn__2,nac_ntrc,wt_csn,2,RNAseq-1,,,,Donghyuk Kim,Donghyuk Kim,04/18/13,Escherichia coli K-12 MG1655,MG1655,W2,glucose(2),cytosine(2),O2,,,37,7,,Batch,,No,,MiSeq,,2,nac_ntrc/MG1655-W2-cytosine-2_S2_L001_R1_001.fastq.gz,nac_ntrc/MG1655-W2-cytosine-2_S2_L001_R2_001.fastq.gz,nac_ntrc__wt_csn__2.bam,96.3,From dissertation: https://escholarship.org/uc/item/0k4709x6,,1,,,,
nac_ntrc__wt_cytd__1,nac_ntrc,wt_cytd,1,RNAseq-1,,,,Donghyuk Kim,Donghyuk Kim,04/17/13,Escherichia coli K-12 MG1655,MG1655,W2,glucose(2),cytidine(2),O2,,,37,7,,Batch,,No,,MiSeq,,2,nac_ntrc/MG1655-W2-cytidine-1_S1_L001_R1_001.fastq.gz,nac_ntrc/MG1655-W2-cytidine-1_S1_L001_R2_001.fastq.gz,nac_ntrc__wt_cytd__1.bam,93.16,From dissertation: https://escholarship.org/uc/item/0k4709x6,,1,,,,
nac_ntrc__wt_cytd__2,nac_ntrc,wt_cytd,2,RNAseq-1,,,,Donghyuk Kim,Donghyuk Kim,04/17/13,Escherichia coli K-12 MG1655,MG1655,W2,glucose(2),cytidine(2),O2,,,37,7,,Batch,,No,,MiSeq,,2,nac_ntrc/MG1655-W2-cytidine-2_S2_L001_R1_001.fastq.gz,nac_ntrc/MG1655-W2-cytidine-2_S2_L001_R2_001.fastq.gz,nac_ntrc__wt_cytd__2.bam,92.52,From dissertation: https://escholarship.org/uc/item/0k4709x6,,1,,,,
nac_ntrc__wt_gln__1,nac_ntrc,wt_gln,1,RNAseq-1,,,,Donghyuk Kim,Donghyuk Kim,04/17/13,Escherichia coli K-12 MG1655,MG1655,W2,glucose(2),glutamine(2),O2,,,37,7,,Batch,,No,,MiSeq,,2,nac_ntrc/MG1655-W2-glutamine-1_S1_L001_R1_001.fastq.gz,nac_ntrc/MG1655-W2-glutamine-1_S1_L001_R2_001.fastq.gz,nac_ntrc__wt_gln__1.bam,95.86,From dissertation: https://escholarship.org/uc/item/0k4709x6,,1,,,,
nac_ntrc__wt_gln__2,nac_ntrc,wt_gln,2,RNAseq-1,,,,Donghyuk Kim,Donghyuk Kim,04/17/13,Escherichia coli K-12 MG1655,MG1655,W2,glucose(2),glutamine(2),O2,,,37,7,,Batch,,No,,MiSeq,,2,nac_ntrc/MG1655-W2-glutamine-2_S2_L001_R1_001.fastq.gz,nac_ntrc/MG1655-W2-glutamine-2_S2_L001_R2_001.fastq.gz,nac_ntrc__wt_gln__2.bam,94.27,From dissertation: https://escholarship.org/uc/item/0k4709x6,,1,,,,
nac_ntrc__bw_delnac_csn__1,nac_ntrc,bw_delnac_csn,1,RNAseq-1,,b1988|b4252,KO,Donghyuk Kim,Donghyuk Kim,02/16/16,Escherichia coli K-12 BW25113 del_nac,BW25113,W2,glucose(2),cytosine(2),O2,,,37,7,Kanamycin,Batch,,No,,MiSeq,,2,nac_ntrc/NTR-RNA-del-nac-cytosine-1_S1_L001_R1_001.fastq,nac_ntrc/NTR-RNA-del-nac-cytosine-1_S1_L001_R2_001.fastq,nac_ntrc__bw_delnac_csn__1.bam,97.37,From dissertation: https://escholarship.org/uc/item/0k4709x6,,1,,,,
nac_ntrc__bw_delnac_csn__2,nac_ntrc,bw_delnac_csn,2,RNAseq-1,,b1988|b4252,KO,Donghyuk Kim,Donghyuk Kim,02/16/16,Escherichia coli K-12 BW25113 del_nac,BW25113,W2,glucose(2),cytosine(2),O2,,,37,7,Kanamycin,Batch,,No,,MiSeq,,2,nac_ntrc/NTR-RNA-del-nac-cytosine-2_S2_L001_R1_001.fastq,nac_ntrc/NTR-RNA-del-nac-cytosine-2_S2_L001_R2_001.fastq,nac_ntrc__bw_delnac_csn__2.bam,98.11,From dissertation: https://escholarship.org/uc/item/0k4709x6,,1,,,,
nac_ntrc__bw_delnac_cytd__1,nac_ntrc,bw_delnac_cytd,1,RNAseq-1,,b1988|b4252,KO,Donghyuk Kim,Donghyuk Kim,02/16/16,Escherichia coli K-12 BW25113 del_nac,BW25113,W2,glucose(2),cytidine(2),O2,,,37,7,Kanamycin,Batch,,No,,MiSeq,,2,nac_ntrc/NTR-RNA-del-nac-cytidine-1_S1_L001_R1_001.fastq,nac_ntrc/NTR-RNA-del-nac-cytidine-1_S1_L001_R2_001.fastq,nac_ntrc__bw_delnac_cytd__1.bam,98,From dissertation: https://escholarship.org/uc/item/0k4709x6,,1,,,,
nac_ntrc__bw_delnac_cytd__2,nac_ntrc,bw_delnac_cytd,2,RNAseq-1,,b1988|b4252,KO,Donghyuk Kim,Donghyuk Kim,02/16/16,Escherichia coli K-12 BW25113 del_nac,BW25113,W2,glucose(2),cytidine(2),O2,,,37,7,Kanamycin,Batch,,No,,MiSeq,,2,nac_ntrc/NTR-RNA-del-nac-cytidine-2_S2_L001_R1_001.fastq,nac_ntrc/NTR-RNA-del-nac-cytidine-2_S2_L001_R2_001.fastq,nac_ntrc__bw_delnac_cytd__2.bam,97.74,From dissertation: https://escholarship.org/uc/item/0k4709x6,,1,,,,
nac_ntrc__bw_delnac_gln__1,nac_ntrc,bw_delnac_gln,1,RNAseq-1,,b1988|b4252,KO,Donghyuk Kim,Donghyuk Kim,02/16/16,Escherichia coli K-12 BW25113 del_nac,BW25113,W2,glucose(2),glutamine(2),O2,,,37,7,Kanamycin,Batch,,No,,MiSeq,,2,nac_ntrc/del-nac-glutamine-1_S5_L001_R1_001.fastq,nac_ntrc/del-nac-glutamine-1_S5_L001_R2_001.fastq,nac_ntrc__bw_delnac_gln__1.bam,97.28,From dissertation: https://escholarship.org/uc/item/0k4709x6,,1,,,,
nac_ntrc__bw_delnac_gln__2,nac_ntrc,bw_delnac_gln,2,RNAseq-1,,b1988|b4252,KO,Donghyuk Kim,Donghyuk Kim,02/16/16,Escherichia coli K-12 BW25113 del_nac,BW25113,W2,glucose(2),glutamine(2),O2,,,37,7,Kanamycin,Batch,,No,,MiSeq,,2,nac_ntrc/del-nac-glutamine-2_S6_L001_R1_001.fastq,nac_ntrc/del-nac-glutamine-2_S6_L001_R2_001.fastq,nac_ntrc__bw_delnac_gln__2.bam,97.17,From dissertation: https://escholarship.org/uc/item/0k4709x6,,1,,,,
nac_ntrc__bw_delnac_nh4__1,nac_ntrc,bw_delnac_nh4,1,RNAseq-1,,b1988|b4252,KO,Donghyuk Kim,Donghyuk Kim,02/16/16,Escherichia coli K-12 BW25113 del_nac,BW25113,M9,glucose(2),NH4Cl(1),O2,,,37,7,Kanamycin,Batch,,No,,MiSeq,,2,nac_ntrc/del-nac-ammonia-1_S3_L001_R1_001.fastq,nac_ntrc/del-nac-ammonia-1_S3_L001_R2_001.fastq,nac_ntrc__bw_delnac_nh4__1.bam,98.03,From dissertation: https://escholarship.org/uc/item/0k4709x6,,1,,,,
nac_ntrc__bw_delnac_nh4__2,nac_ntrc,bw_delnac_nh4,2,RNAseq-1,,b1988|b4252,KO,Donghyuk Kim,Donghyuk Kim,02/16/16,Escherichia coli K-12 BW25113 del_nac,BW25113,M9,glucose(2),NH4Cl(1),O2,,,37,7,Kanamycin,Batch,,No,,MiSeq,,2,nac_ntrc/del-nac-ammonia-2_S4_L001_R1_001.fastq,nac_ntrc/del-nac-ammonia-2_S4_L001_R2_001.fastq,nac_ntrc__bw_delnac_nh4__2.bam,97.93,From dissertation: https://escholarship.org/uc/item/0k4709x6,,1,,,,
misc__wt_no_te__1,misc,wt_no_te,1,RNAseq-1,,,,Sangwoo Seo,Sangwoo Seo,03/13/15,Escherichia coli K-12 MG1655,MG1655,M9,glucose(4),NH4Cl(1),O2,,,37,7,,Batch,,No,,MiSeq,,2,misc/RNAseq-WT-NoTE-1_S1_L001_R1_001.fastq.gz,misc/RNAseq-WT-NoTE-1_S1_L001_R2_001.fastq.gz,misc__wt_no_te__1.bam,98.3,,GSE122211,1,,,,
misc__wt_no_te__2,misc,wt_no_te,2,RNAseq-1,,,,Sangwoo Seo,Sangwoo Seo,03/13/15,Escherichia coli K-12 MG1655,MG1655,M9,glucose(4),NH4Cl(1),O2,,,37,7,,Batch,,No,,MiSeq,,2,misc/RNAseq-WT-NoTE-2_S2_L001_R1_001.fastq.gz,misc/RNAseq-WT-NoTE-2_S2_L001_R2_001.fastq.gz,misc__wt_no_te__2.bam,98.23,,GSE122211,1,,,,
misc__bw_delcbl__1,misc,bw_delcbl,1,RNAseq-1,,b1987|b4252,KO,Sangwoo Seo,Sangwoo Seo,07/29/15,Escherichia coli K-12 BW25113 del_cbl,BW25113,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,Kanamycin,Batch,,No,,MiSeq,,2,misc/SUL-RNA-dcbl-1_S1_L001_R1_001.fastq.gz,misc/SUL-RNA-dcbl-1_S1_L001_R2_001.fastq.gz,misc__bw_delcbl__1.bam,98.7,,GSE122211,1,,,,
misc__bw_delcbl__2,misc,bw_delcbl,2,RNAseq-1,,b1987|b4252,KO,Sangwoo Seo,Sangwoo Seo,07/29/15,Escherichia coli K-12 BW25113 del_cbl,BW25113,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,Kanamycin,Batch,,No,,MiSeq,,2,misc/SUL-RNA-dcbl-2_S2_L001_R1_001.fastq.gz,misc/SUL-RNA-dcbl-2_S2_L001_R2_001.fastq.gz,misc__bw_delcbl__2.bam,98.6,,GSE122211,1,,,,
misc__bw_delfabr__1,misc,bw_delfabr,1,RNAseq-1,,b3963|b4252,KO,Sangwoo Seo,Sangwoo Seo,07/29/15,Escherichia coli K-12 BW25113 del_fabR,BW25113,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,Kanamycin,Batch,,No,,MiSeq,,2,misc/LIP-RNA-dfabR-1_S1_L001_R1_001.fastq.gz,misc/LIP-RNA-dfabR-1_S1_L001_R2_001.fastq.gz,misc__bw_delfabr__1.bam,98.5,,GSE122211,1,,,,
misc__bw_delfabr__2,misc,bw_delfabr,2,RNAseq-1,,b3963|b4252,KO,Sangwoo Seo,Sangwoo Seo,07/29/15,Escherichia coli K-12 BW25113 del_fabR,BW25113,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,Kanamycin,Batch,,No,,MiSeq,,2,misc/LIP-RNA-dfabR-2_S2_L001_R1_001.fastq.gz,misc/LIP-RNA-dfabR-2_S2_L001_R2_001.fastq.gz,misc__bw_delfabr__2.bam,98.42,,GSE122211,1,,,,
misc__bw_delfadr__1,misc,bw_delfadr,1,RNAseq-1,,b1187|b4252,KO,Sangwoo Seo,Sangwoo Seo,07/29/15,Escherichia coli K-12 BW25113 del_fadR,BW25113,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,Kanamycin,Batch,,No,,MiSeq,,2,misc/LIP-RNA-dfadR-1_S3_L001_R1_001.fastq.gz,misc/LIP-RNA-dfadR-1_S3_L001_R2_001.fastq.gz,misc__bw_delfadr__1.bam,98.4,,GSE122211,1,,,,
misc__bw_delfadr__2,misc,bw_delfadr,2,RNAseq-1,,b1187|b4252,KO,Sangwoo Seo,Sangwoo Seo,07/29/15,Escherichia coli K-12 BW25113 del_fadR,BW25113,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,Kanamycin,Batch,,No,,MiSeq,,2,misc/LIP-RNA-dfadR-2_S4_L001_R1_001.fastq.gz,misc/LIP-RNA-dfadR-2_S4_L001_R2_001.fastq.gz,misc__bw_delfadr__2.bam,98.36,,GSE122211,1,,,,
misc__nitr_031__1,misc,nitr_031,1,RNAseq-1,,,,Jose Utrilla,Jose Utrilla,07/24/14,Escherichia coli K-12 MG1655,MG1655,M9,glucose(4),NH4Cl(10mM),O2,sauer trace element mixture,,37,7,,Chemostat,,No,,MiSeq,chemostat w/ dilution rate 0.31 h^-1,1,misc/0-3_S1_L001_R1_001.fastq.gz,misc/0-3_S1_L001_R2_001.fastq.gz,misc__nitr_031__1.bam,96.86,,GSE72020,1,,,,
omics__wt_glu__1,omics,wt_glu,1,RNAseq-1,,,,Donghyuk Kim,Donghyuk Kim,07/02/14,Escherichia coli K-12 MG1655,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,glutamate (10mM),37,7,,Batch,,No,,MiSeq,,2,omics/supplementation-glutamate-1_S1_L001_R1_001.fastq.gz,omics/supplementation-glutamate-1_S1_L001_R2_001.fastq.gz,omics__wt_glu__1.bam,96.92,,GSE122211,1,,,,
omics__wt_glu__2,omics,wt_glu,2,RNAseq-1,,,,Donghyuk Kim,Donghyuk Kim,07/02/14,Escherichia coli K-12 MG1655,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,glutamate (10mM),37,7,,Batch,,No,,MiSeq,,2,omics/supplementation-glutamate-2_S2_L001_R1_001.fastq.gz,omics/supplementation-glutamate-2_S2_L001_R2_001.fastq.gz,omics__wt_glu__2.bam,97.88,,GSE122211,1,,,,
omics__wt_gly__1,omics,wt_gly,1,RNAseq-1,,,,Donghyuk Kim,Donghyuk Kim,07/03/14,Escherichia coli K-12 MG1655,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,glycine (10mM),37,7,,Batch,,No,,MiSeq,,2,omics/supplementation-glycine-1_S1_L001_R1_001.fastq.gz,omics/supplementation-glycine-1_S1_L001_R2_001.fastq.gz,omics__wt_gly__1.bam,91.98,doi.org/10.1038/ncomms13091,GSE59760,1,,,,
omics__wt_gly__2,omics,wt_gly,2,RNAseq-1,,,,Donghyuk Kim,Donghyuk Kim,07/03/14,Escherichia coli K-12 MG1655,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,glycine (10mM),37,7,,Batch,,No,,MiSeq,,2,omics/supplementation-glycine-2_S2_L001_R1_001.fastq.gz,omics/supplementation-glycine-2_S2_L001_R2_001.fastq.gz,omics__wt_gly__2.bam,82.97,doi.org/10.1038/ncomms13091,GSE59760,1,,,,
omics__wt_thr__1,omics,wt_thr,1,RNAseq-1,,,,Donghyuk Kim,Donghyuk Kim,07/07/14,Escherichia coli K-12 MG1655,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,threonine (10mM),37,7,,Batch,,No,,MiSeq,,2,omics/supplementation-threonine-1_S1_L001_R1_001.fastq.gz,omics/supplementation-threonine-1_S1_L001_R2_001.fastq.gz,omics__wt_thr__1.bam,97.65,doi.org/10.1038/ncomms13091,GSE59760,1,,,,
omics__wt_thr__2,omics,wt_thr,2,RNAseq-1,,,,Donghyuk Kim,Donghyuk Kim,07/07/14,Escherichia coli K-12 MG1655,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,threonine (10mM),37,7,,Batch,,No,,MiSeq,,2,omics/supplementation-threonine-2_S2_L001_R1_001.fastq.gz,omics/supplementation-threonine-2_S2_L001_R2_001.fastq.gz,omics__wt_thr__2.bam,92.68,doi.org/10.1038/ncomms13091,GSE59760,1,,,,
omics__bw_ac__1,omics,bw_ac,1,RNAseq-1,,b4252,,Donghyuk Kim,Donghyuk Kim,01/12/15,Escherichia coli BW25113,BW25113,M9,acetate(3.5),NH4Cl(1),O2,aebersold trace element mixture,"thiamine (1.4mM), FeCl3 (60uM)",37,7,,Batch,0.2,No,,MiSeq,,2,omics/bw25113-ac-1_S1_L001_R1_001.fastq.gz,omics/bw25113-ac-1_S1_L001_R2_001.fastq.gz,omics__bw_ac__1.bam,97.8,doi.org/10.1038/ncomms13091,GSE59759,1,,,,
omics__bw_ac__2,omics,bw_ac,2,RNAseq-1,,b4252,,Donghyuk Kim,Donghyuk Kim,01/12/15,Escherichia coli BW25113,BW25113,M9,acetate(3.5),NH4Cl(1),O2,aebersold trace element mixture,"thiamine (1.4mM), FeCl3 (60uM)",37,7,,Batch,0.2,No,,MiSeq,,2,omics/bw25113-ac-2_S2_L001_R1_001.fastq.gz,omics/bw25113-ac-2_S2_L001_R2_001.fastq.gz,omics__bw_ac__2.bam,98.04,doi.org/10.1038/ncomms13091,GSE59759,1,,,,
omics__bw_fum__1,omics,bw_fum,1,RNAseq-1,,b4252,,Donghyuk Kim,Donghyuk Kim,01/12/15,Escherichia coli BW25113,BW25113,M9,fumarate(2.8),NH4Cl(1),O2,aebersold trace element mixture,"thiamine (1.4mM), FeCl3 (60uM)",37,7,,Batch,0.31,No,,MiSeq,,2,omics/bw25113-fum1_S1_L001_R1_001.fastq.gz,omics/bw25113-fum1_S1_L001_R2_001.fastq.gz,omics__bw_fum__1.bam,97.94,doi.org/10.1038/ncomms13091,GSE59759,1,,,,
omics__bw_fum__2,omics,bw_fum,2,RNAseq-1,,b4252,,Donghyuk Kim,Donghyuk Kim,01/12/15,Escherichia coli BW25113,BW25113,M9,fumarate(2.8),NH4Cl(1),O2,aebersold trace element mixture,"thiamine (1.4mM), FeCl3 (60uM)",37,7,,Batch,0.31,No,,MiSeq,,2,omics/bw25113-fum2_S2_L001_R1_001.fastq.gz,omics/bw25113-fum2_S2_L001_R2_001.fastq.gz,omics__bw_fum__2.bam,98.32,doi.org/10.1038/ncomms13091,GSE59759,1,,,,
omics__bw_glc__1,omics,bw_glc,1,RNAseq-1,,b4252,,Donghyuk Kim,Donghyuk Kim,03/12/13,Escherichia coli BW25113,BW25113,M9,glucose(5),NH4Cl(1),O2,aebersold trace element mixture,"thiamine (1.4mM), FeCl3 (60uM)",37,7,,Batch,0.61,No,,MiSeq,,2,omics/bw25113-glc1_S1_L001_R1_001.fastq.gz,omics/bw25113-glc1_S1_L001_R2_001.fastq.gz,omics__bw_glc__1.bam,97.62,doi.org/10.1038/ncomms13091,GSE59759,1,,,,
omics__bw_glc__2,omics,bw_glc,2,RNAseq-1,,b4252,,Donghyuk Kim,Donghyuk Kim,03/12/13,Escherichia coli BW25113,BW25113,M9,glucose(5),NH4Cl(1),O2,aebersold trace element mixture,"thiamine (1.4mM), FeCl3 (60uM)",37,7,,Batch,0.61,No,,MiSeq,,2,omics/bw25113-glc2_S2_L001_R1_001.fastq.gz,omics/bw25113-glc2_S2_L001_R2_001.fastq.gz,omics__bw_glc__2.bam,98.13,doi.org/10.1038/ncomms13091,GSE59759,1,,,,
omics__bw_pyr__1,omics,bw_pyr,1,RNAseq-1,,b4252,,Donghyuk Kim,Donghyuk Kim,01/12/15,Escherichia coli BW25113,BW25113,M9,pyruvate(3.3),NH4Cl(1),O2,aebersold trace element mixture,"thiamine (1.4mM), FeCl3 (60uM)",37,7,,Batch,0.37,No,,MiSeq,,2,omics/bw25113-pyr-1_S1_L001_R1_001.fastq.gz,omics/bw25113-pyr-1_S1_L001_R2_001.fastq.gz,omics__bw_pyr__1.bam,97.36,doi.org/10.1038/ncomms13091,GSE59759,1,,,,
omics__bw_pyr__2,omics,bw_pyr,2,RNAseq-1,,b4252,,Donghyuk Kim,Donghyuk Kim,01/12/15,Escherichia coli BW25113,BW25113,M9,pyruvate(3.3),NH4Cl(1),O2,aebersold trace element mixture,"thiamine (1.4mM), FeCl3 (60uM)",37,7,,Batch,0.37,No,,MiSeq,,2,omics/bw25113-pyr-2_S2_L001_R1_001.fastq.gz,omics/bw25113-pyr-2_S2_L001_R2_001.fastq.gz,omics__bw_pyr__2.bam,97.59,doi.org/10.1038/ncomms13091,GSE59759,1,,,,
ompr__wt_nacl__1,ompr,wt_nacl,1,RNAseq-1,,,,Sangwoo Seo,Sangwoo Seo,07/29/15,Escherichia coli K-12 MG1655,MG1655,M9,glucose(2),NH4Cl(1),O2,,NaCl (0.3M),37,7,,Batch,0,No,,MiSeq,,2,ompr/WTNaCl2_S2_L001_R1_001.fastq,ompr/WTNaCl2_S2_L001_R2_001.fastq,ompr__wt_nacl__1.bam,97.81,doi.org/10.1038/s41598-017-02110-7,GSE88980,1,,,,
ompr__wt_nacl__2,ompr,wt_nacl,2,RNAseq-1,,,,Sangwoo Seo,Sangwoo Seo,07/29/15,Escherichia coli K-12 MG1655,MG1655,M9,glucose(2),NH4Cl(1),O2,,NaCl (0.3M),37,7,,Batch,0,No,,MiSeq,,2,ompr/WTNaCl1_S1_L001_R1_001.fastq,ompr/WTNaCl1_S1_L001_R2_001.fastq,ompr__wt_nacl__2.bam,98.81,doi.org/10.1038/s41598-017-02110-7,GSE88980,1,,,,
ompr__bw_delompr_nacl__1,ompr,bw_delompr_nacl,1,RNAseq-1,,b3405|b4252,KO,Sangwoo Seo,Sangwoo Seo,07/29/15,Escherichia coli K-12 BW25113 del_ompR,MG1655,M9,glucose(2),NH4Cl(1),O2,,NaCl (0.3M),37,7,Kanamycin,Batch,0,No,,MiSeq,,2,ompr/dompRNaCl1_S3_L001_R1_001.fastq,ompr/dompRNaCl1_S3_L001_R2_001.fastq,ompr__bw_delompr_nacl__1.bam,98.56,doi.org/10.1038/s41598-017-02110-7,GSE88980,1,,,,
ompr__bw_delompr_nacl__2,ompr,bw_delompr_nacl,2,RNAseq-1,,b3405|b4252,KO,Sangwoo Seo,Sangwoo Seo,07/29/15,Escherichia coli K-12 BW25113 del_ompR,MG1655,M9,glucose(2),NH4Cl(1),O2,,NaCl (0.3M),37,7,Kanamycin,Batch,0,No,,MiSeq,,2,ompr/dompRNaCl2_S4_L001_R1_001.fastq,ompr/dompRNaCl2_S4_L001_R2_001.fastq,ompr__bw_delompr_nacl__2.bam,98.6,doi.org/10.1038/s41598-017-02110-7,GSE88980,1,,,,
minspan__wt_ade__1,minspan,wt_ade,1,RNAseq-1,,,,Aarash Bordbar,Haythem Latif,10/01/12,Escherichia coli K-12 MG1655,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,adenine (10mM),37,7,,Batch,,No,,GAIIX,,1,minspan/SRR922263_1.fastq,minspan/SRR922263_2.fastq,minspan__wt_ade__1.bam,78.38,doi.org/10.15252/msb.20145243,GSE48324,1,,,,
minspan__wt_glc__1,minspan,wt_glc,1,RNAseq-1,,,,Aarash Bordbar,Haythem Latif,10/01/12,Escherichia coli K-12 MG1655,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,,No,,GAIIX,,4,minspan/SRR922260_1.fastq,minspan/SRR922260_2.fastq,minspan__wt_glc__1.bam,91.85,doi.org/10.15252/msb.20145243,GSE48324,1,,,,
minspan__wt_glc__2,minspan,wt_glc,2,RNAseq-1,,,,Aarash Bordbar,Haythem Latif,10/01/12,Escherichia coli K-12 MG1655,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,,No,,GAIIX,,4,minspan/SRR922261_1.fastq,minspan/SRR922261_2.fastq,minspan__wt_glc__2.bam,91.7,doi.org/10.15252/msb.20145243,GSE48324,1,,,,
minspan__wt_glc__3,minspan,wt_glc,3,RNAseq-1,,,,Aarash Bordbar,Haythem Latif,10/01/12,Escherichia coli K-12 MG1655,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,,No,,GAIIX,,4,minspan/SRR922262_1.fastq,minspan/SRR922262_2.fastq,minspan__wt_glc__3.bam,92.12,doi.org/10.15252/msb.20145243,GSE48324,1,,,,
minspan__wt_glc__4,minspan,wt_glc,4,RNAseq-1,,,,Aarash Bordbar,Haythem Latif,10/01/12,Escherichia coli K-12 MG1655,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,,No,,MiSeq,Bridging Study between MiSeq & GAIIX,4,minspan/wt_S1_L001_R1_001.fastq.gz,minspan/wt_S1_L001_R2_001.fastq.gz,minspan__wt_glc__4.bam,94.58,,GSE122211,1,,,,
minspan__wt_glc_anaero__1,minspan,wt_glc_anaero,1,RNAseq-1,,,,Aarash Bordbar,Haythem Latif,10/01/12,Escherichia coli K-12 MG1655,MG1655,M9,glucose(4),NH4Cl(1),,sauer trace element mixture,,37,7,,Batch,,No,,GAIIX,,2,minspan/SRR922266_1.fastq,minspan/SRR922266_2.fastq,minspan__wt_glc_anaero__1.bam,83.01,doi.org/10.15252/msb.20145243,GSE48324,1,,,,
minspan__wt_glc_anaero__2,minspan,wt_glc_anaero,2,RNAseq-1,,,,Aarash Bordbar,Haythem Latif,10/01/12,Escherichia coli K-12 MG1655,MG1655,M9,glucose(4),NH4Cl(1),,sauer trace element mixture,,37,7,,Batch,,No,,GAIIX,,2,minspan/SRR922267_1.fastq,minspan/SRR922267_2.fastq,minspan__wt_glc_anaero__2.bam,72.08,doi.org/10.15252/msb.20145243,GSE48324,1,,,,
