,condition_id,rep,project_id
test_GSE26187_Zn_2.5min_1,GSE26187_Zn_2.5min,1,ref_GSE26187_ctrl
test_GSE4344_M9_6min_rif_0,GSE4344_M9_6min_rif,0,ref_GSE4344_M9
test_GSE6836_dinI_0.025_2,GSE6836_dinI_0.025,2,ref_GSE6836_luc_0.025
test_GSE13444_WT_Isobutanol_10min_9,GSE13444_WT_Isobutanol_10min,9,ref_GSE13444_WT_Isobutanol_0%
test_GSE61736_minimalN_1,GSE61736_minimalN,1,ref_GSE61736_ctrl
test_GSE20326_treated_with_cerium_chloride_50mg/L_1,GSE20326_treated_with_cerium_chloride_50mg/L,1,ref_GSE20326_control
test_GSE3250_wt_acetateShift_4h_0,GSE3250_wt_acetateShift_4h,0,ref_GSE3250_wt
test_GSE17584_mt_+glu_1,GSE17584_mt_+glu,1,ref_GSE17584_WT_-glu
test_GSE55972_NP_TiO2_5h_3,GSE55972_NP_TiO2_5h,3,ref_GSE55972_control_5h
test_GSE14796_WT_infusion_0,GSE14796_WT_infusion,0,ref_GSE14796_WT_infusion
test_GSE533_temperatureEvolved_line3_1,GSE533_temperatureEvolved_line3,1,ref_GSE533_ancestor
test_GSE13418_biofilm_maturation_2,GSE13418_biofilm_maturation,2,ref_GSE13418_biofilm_attachment
test_GSE56133_MG1655_Hpx_KO_untreated_0,GSE56133_MG1655_Hpx_KO_untreated,0,ref_GSE56133_MG1655_Wildtype_untreated
test_GSE30838_glyphosate_2,GSE30838_glyphosate,2,ref_GSE30838_ctrl
test_GSE15500_evoGlyc_eBOP43_0,GSE15500_evoGlyc_eBOP43,0,ref_GSE15500_WT
test_GSE6836_yebF_0.075_0,GSE6836_yebF_0.075,0,ref_GSE6836_luc_0.075
test_GSE3665_wt_20g/l_etOH_2,GSE3665_wt_20g/l_etOH,2,ref_GSE3665_wt
test_GSE7573_metJ_MOPS_DeaNO_5min_1,GSE7573_metJ_MOPS_DeaNO_5min,1,ref_GSE7573_metJ_MOPS
test_GSE17526_rpoS_Stat_1,GSE17526_rpoS_Stat,1,ref_GSE17526_Log
test_GSE4394_RNaseE_N_1,GSE4394_RNaseE_N,1,ref_GSE4394_wtSH3208
test_GSE35049_GLBRCE1_anaer_GMM_exp_0,GSE35049_GLBRCE1_anaer_GMM_exp,0,ref_GSE35049_GLBRCE1_anaer_GMM_exp
test_GSE17276_CV115_8,GSE17276_CV115,8,ref_GSE17276_ancestor_JA122
test_GSE45228_VOC_360min_2,GSE45228_VOC_360min,2,ref_GSE45228_control_360min
test_GSE7_50ug/mltrp_60min_2,GSE7_50ug/mltrp_60min,2,ref_GSE7_0min
test_E-MEXP-732_p5_g21_3,E-MEXP-732_p5_g21,3,ref_E-MEXP-732_empty
test_GSE45443_MOPSrich_gluc_CV104_pHDB3_2,GSE45443_MOPSrich_gluc_CV104_pHDB3,2,ref_GSE45443_MOPSrich_glyc
test_GSE33147_glycC_day20_1,GSE33147_glycC_day20,1,ref_GSE33147_wt_glyc
test_GSE6425_UTI89_aerobic_8_0,GSE6425_UTI89_aerobic_8,0,ref_GSE6425_MG1655_aerobic_2.5
test_GSE32561_MlfabH_0,GSE32561_MlfabH,0,ref_GSE32561_wt
test_GSE12797_Stat rpoS_1,GSE12797_Stat rpoS,1,ref_GSE12797_Expon WT
test_GSE17276_CV116_4,GSE17276_CV116,4,ref_GSE17276_ancestor_JA122
test_GSE33147_wt_glyc_0,GSE33147_wt_glyc,0,ref_GSE33147_wt_glyc
test_GSE59408_MDS42_Cefixime_resistant_3,GSE59408_MDS42_Cefixime_resistant,3,ref_GSE59408_MDS42_Parent_strain
test_GSE6836_recA_0.025_0,GSE6836_recA_0.025,0,ref_GSE6836_luc_0.025
test_GSE13444_arcA_Isobutanol_10min_7,GSE13444_arcA_Isobutanol_10min,7,ref_GSE13444_arcA_Isobutanol_0%
test_GSE19879_zeroThym_90min_0,GSE19879_zeroThym_90min,0,ref_GSE19879_control
test_GSE14796_Lform_infusion_sucrose_MgSO4_PenG_1,GSE14796_Lform_infusion_sucrose_MgSO4_PenG,1,ref_GSE14796_WT_infusion
test_GSE4394_RNaseE_N_rif_6min_0,GSE4394_RNaseE_N_rif_6min,0,ref_GSE4394_RNaseE_N
test_GSE6712_benzalkonium_chloride_1,GSE6712_benzalkonium_chloride,1,ref_GSE6712_control
test_GSE2140_tet_inducible_sig32_t15_0,GSE2140_tet_inducible_sig32_t15,0,ref_GSE2140_tet_inducible_sig32_t0
test_GSE7265_RpoS_tp5_1,GSE7265_RpoS_tp5,1,ref_GSE7265_wt_tp1
test_GSE20374_wt_0,GSE20374_wt,0,ref_GSE20374_wt
test_GSE35049_GLBRCE1_anaer_ACSH_stat_1,GSE35049_GLBRCE1_anaer_ACSH_stat,1,ref_GSE35049_GLBRCE1_anaer_ACSH_exp
test_GSE3591_anaerobic_wt_0,GSE3591_anaerobic_wt,0,ref_GSE3591_aerobic_wt
test_GSE40648_microgravity_1,GSE40648_microgravity,1,ref_GSE40648_ctrl
test_GSE4394_rhlB_rif_1.5min_1,GSE4394_rhlB_rif_1.5min,1,ref_GSE4394_rhlB
test_GSE25561_WT_37C_OD4_0,GSE25561_WT_37C_OD4,0,ref_GSE25561_WT_37C_OD4
test_GSE7265_WT_tp10_1,GSE7265_WT_tp10,1,ref_GSE7265_WT_ref
test_GSE6836_yoeB_0.075_2,GSE6836_yoeB_0.075,2,ref_GSE6836_luc_0.075
test_GSE14238_Hep_2_0,GSE14238_Hep_2,0,ref_GSE14238_MinMedia
test_GSE1121_anaerobic_appY_2,GSE1121_anaerobic_appY,2,ref_GSE1121_aerobic_wt
test_GSE4344_M9_2min_rif_1,GSE4344_M9_2min_rif,1,ref_GSE4344_M9
test_GSE47589_E1_3,GSE47589_E1,3,ref_GSE47589_A0
test_GSE21839_E4_-O2_0,GSE21839_E4_-O2,0,ref_GSE21839_WT
test_GSE6712_benzalkonium_chloride_3,GSE6712_benzalkonium_chloride,3,ref_GSE6712_control
test_GSE12554_Generation 160_10%Cranberry_1,GSE12554_Generation 160_10%Cranberry,1,ref_GSE12554_control
test_GSE5239_BL21_mu0.20_1,GSE5239_BL21_mu0.20,1,ref_GSE5239_BL21_mu0.46
test_GSE17526_rpoS_Log_Ethanol_1,GSE17526_rpoS_Log_Ethanol,1,ref_GSE17526_Log
test_GSE35371_neg_rightch_1,GSE35371_neg_rightch,1,ref_GSE35371_neg_leftch
test_GSE45228_VOC_360min_1,GSE45228_VOC_360min,1,ref_GSE45228_control_360min
test_GSE35049_GLBRCE1_anaer_GMM_stat_1,GSE35049_GLBRCE1_anaer_GMM_stat,1,ref_GSE35049_GLBRCE1_anaer_GMM_exp
test_GSE6425_UTI89_anaerobic_3.5_1,GSE6425_UTI89_anaerobic_3.5,1,ref_GSE6425_MG1655_aerobic_2.5
test_GSE30838_glyphosate_1,GSE30838_glyphosate,1,ref_GSE30838_ctrl
test_GSE4511_aerobic_pH5.0_3,GSE4511_aerobic_pH5.0,3,ref_GSE4511_aerobic_pH5.0
test_GSE21839_WT_0,GSE21839_WT,0,ref_GSE21839_WT
test_GSE30441_DH5a_IrrE_mutant_grown_in_1.5%_ethanol_0,GSE30441_DH5a_IrrE_mutant_grown_in_1.5%_ethanol,0,ref_GSE30441_DH5a_wild_type_grown_in_1.5%_ethanol
test_GSE33147_glycA_day20_0,GSE33147_glycA_day20,0,ref_GSE33147_wt_glyc
test_GSE15406_ppGpp0_ctrl_2,GSE15406_ppGpp0_ctrl,2,ref_GSE15406_wt_ctrl
test_GSE3591_anaerobic_wt_NO3_0,GSE3591_anaerobic_wt_NO3,0,ref_GSE3591_aerobic_wt
test_GSE1730_M9_wt_2,GSE1730_M9_wt,2,ref_GSE1730_LB_wt
test_GSE47589_E0_3,GSE47589_E0,3,ref_GSE47589_A0
test_GSE2928_mutS_2,GSE2928_mutS,2,test_GSE2928_wt
test_GSE15406_wt_graL_long_0,GSE15406_wt_graL_long,0,ref_GSE15406_wt_ctrl
test_GSE1730_LB_gyrAD82G_3,GSE1730_LB_gyrAD82G,3,ref_GSE1730_LB_wt
test_GSE47732_cat_induced_20_1,GSE47732_cat_induced_20,1,ref_GSE47732_cat_uninduced_0
test_GSE15406_ppGpp0_graL_short_2,GSE15406_ppGpp0_graL_short,2,ref_GSE15406_ppGpp0_ctrl
test_GSE7265_RelA_tp11_0,GSE7265_RelA_tp11,0,ref_GSE7265_wt_tp1
test_GSE23578_BW25113_Treated_100µM_KCN_1,GSE23578_BW25113_Treated_100µM_KCN,1,ref_GSE23578_BW25113_Untreated_wild_type
test_GSE6033_T11_1,GSE6033_T11,1,ref_GSE6033_Tref
test_GSE49918_polyamine_20min_1,GSE49918_polyamine_20min,1,ref_GSE49918_ctrl
test_GSE58806_synh_lt_stat_0,GSE58806_synh_lt_stat,0,ref_GSE58806_synh_lt_exp
test_GSE3250_wt_acetateShift_6h_3,GSE3250_wt_acetateShift_6h,3,ref_GSE3250_wt
test_GSE62094_BW25113_cobB_mutant_0,GSE62094_BW25113_cobB_mutant,0,ref_GSE62094_BW25113_wild_type
test_GSE15406_ppGpp0_graL_long_2,GSE15406_ppGpp0_graL_long,2,ref_GSE15406_ppGpp0_ctrl
test_GSE7265_WT_tp17_0,GSE7265_WT_tp17,0,ref_GSE7265_WT_ref
test_GSE3105_wt1_arabinose_FeSO4_1,GSE3105_wt1_arabinose_FeSO4,1,ref_GSE3105_wt1_arabinose
test_GSE2999_dam_mutant_GM3819_treated_2,GSE2999_dam_mutant_GM3819_treated,2,ref_GSE2999_WT_AB1157
test_GSE10158_cefmec10_45min_3,GSE10158_cefmec10_45min,3,ref_GSE10158_untreated_0min
test_GSE47589_E1_8,GSE47589_E1,8,ref_GSE47589_E0
test_GSE1730_LB_gyrAD82G_0,GSE1730_LB_gyrAD82G,0,ref_GSE1730_LB_wt
test_GSE6033_T7_1,GSE6033_T7,1,ref_GSE6033_Tref
test_GSE31140_control_20m_1,GSE31140_control_20m,1,ref_GSE31140_control_20m
test_GSE9_UV_60_1,GSE9_UV_60,1,ref_GSE9_no_UV
test_GSE5192_control_0,GSE5192_control,0,ref_GSE5192_control
test_GSE59397_synh_stat_1,GSE59397_synh_stat,1,ref_GSE59397_synh_exp
test_GSE6425_MG1655_anaerobic_2.5_1,GSE6425_MG1655_anaerobic_2.5,1,ref_GSE6425_MG1655_aerobic_2.5
test_GSE34275_ctrl_2,GSE34275_ctrl,2,ref_GSE34275_ctrl
test_GSE7656_43°C_0,GSE7656_43°C,0,ref_GSE7656_30°C
test_GSE7265_RelA_tp1_2,GSE7265_RelA_tp1,2,ref_GSE7265_wt_tp1
test_GSE2037_gly_0,GSE2037_gly,0,ref_GSE2037_glu
test_GSE31140_PMX10070_20m_2,GSE31140_PMX10070_20m,2,ref_GSE31140_control_20m
test_GSE33147_lacE_day60_2,GSE33147_lacE_day60,2,ref_GSE33147_wt_lac
test_GSE39926_evo_butanol_0,GSE39926_evo_butanol,0,ref_GSE39926
test_GSE6425_MG1655_anaerobic_3_0,GSE6425_MG1655_anaerobic_3,0,ref_GSE6425_MG1655_aerobic_2.5
test_GSE13444_phoB_Isobutanol_10min_0,GSE13444_phoB_Isobutanol_10min,0,ref_GSE13444_phoB_Isobutanol_0%
test_GSE3437_rpoE_60min_2,GSE3437_rpoE_60min,2,ref_GSE3437_wt_60min
test_GSE1730_LB_wt_6,GSE1730_LB_wt,6,ref_GSE1730_LB_wt
test_GSE5177_cueO_2,GSE5177_cueO,2,ref_GSE5177_wt
test_GSE57084_tetracycline_resistant_16µg/ml_tetracycline_2,GSE57084_tetracycline_resistant_16µg/ml_tetracycline,2,ref_GSE57084_MG1655
test_GSE45228_VOC_360min_3,GSE45228_VOC_360min,3,ref_GSE45228_control_360min
test_E-MEXP-732_p5_g21_1,E-MEXP-732_p5_g21,1,ref_E-MEXP-732_empty
test_GSE7265_RelA_tp7_2,GSE7265_RelA_tp7,2,ref_GSE7265_wt_tp1
test_GSE3665_mut2_0g/l_etOH_2,GSE3665_mut2_0g/l_etOH,2,ref_GSE3665_wt
test_GSE29424_EZglu_BTE_stat_3,GSE29424_EZglu_BTE_stat,3,ref_GSE29424_EZglu_BTE-H204A_exp
test_GSE26187_Zn_30min_1,GSE26187_Zn_30min,1,ref_GSE26187_ctrl
test_GSE35049_GLBRCE1_anaer_ACSH_exp_7,GSE35049_GLBRCE1_anaer_ACSH_exp,7,ref_GSE35049_GLBRCE1_anaer_ACSH_exp
test_GSE8965_SA_tp1_1,GSE8965_SA_tp1,1,test_GSE8965_A_tp1
test_GSE39607_CYA_MBC_2,GSE39607_CYA_MBC,2,ref_GSE39607_ctrl
test_GSE7398_wt_360_2,GSE7398_wt_360,2,ref_GSE7398_wt_90
test_GSE33147_glycC_day20_2,GSE33147_glycC_day20,2,ref_GSE33147_wt_glyc
test_GSE13444_arcA_Isobutanol_10min_5,GSE13444_arcA_Isobutanol_10min,5,ref_GSE13444_arcA_Isobutanol_0%
test_GSE29424_EZglu_BTE_stat_4,GSE29424_EZglu_BTE_stat,4,ref_GSE29424_EZglu_BTE-H204A_exp
test_GSE1121_anaerobic_wt_1,GSE1121_anaerobic_wt,1,ref_GSE1121_aerobic_wt
test_GSE13444_WT_Butanol_10min_4,GSE13444_WT_Butanol_10min,4,ref_GSE13444_WT_Butanol_0%
test_GSE35371_sham_15h_4,GSE35371_sham_15h,4,ref_GSE35371_sham_15h
test_GSE3591_anaerobic_wt_NO2_0,GSE3591_anaerobic_wt_NO2,0,ref_GSE3591_aerobic_wt
test_GSE6992_wt_paraquat_t8_1,GSE6992_wt_paraquat_t8,1,ref_GSE6992_wt_paraquat_t0
test_E-MEXP-953_T48_MG1655+pBR322_Biofilm_biofilm_F_lambda_ilvG_rfb_50_rph_1_2,E-MEXP-953_T48_MG1655+pBR322_Biofilm_biofilm_F_lambda_ilvG_rfb_50_rph_1,2,ref_E-MEXP-953_T10_K12_Exponiential_planktonic_F+Lampda+
test_GSE29076_EDL933_wild_type_1,GSE29076_EDL933_wild_type,1,ref_GSE29076_EDL933_wild_type
test_GSE4569_1h_UV_0,GSE4569_1h_UV,0,ref_GSE4569_1h
test_GSE34023_t75_bglj_dleuo_2,GSE34023_t75_bglj_dleuo,2,ref_GSE34023_t75_ctrl
test_GSE6425_MG1655_aerobic_8_0,GSE6425_MG1655_aerobic_8,0,ref_GSE6425_MG1655_aerobic_2.5
test_GSE56133_MG1655_Wildtype_untreated_0,GSE56133_MG1655_Wildtype_untreated,0,ref_GSE56133_MG1655_Wildtype_untreated
test_GSE4394_wt_rif_4.5min_1,GSE4394_wt_rif_4.5min,1,ref_GSE4394_wtSH3208
test_E-MEXP-584_pat2_1,E-MEXP-584_pat2,1,ref_E-MEXP-584_MOPS
test_E-MEXP-953_T20_MG1655_Stationary_planktonic_F_lambda_ilvG_rfb_50_rph_1_2,E-MEXP-953_T20_MG1655_Stationary_planktonic_F_lambda_ilvG_rfb_50_rph_1,2,ref_E-MEXP-953_T10_K12_Exponiential_planktonic_F+Lampda+
test_GSE55365_NO3_wt_1,GSE55365_NO3_wt,1,ref_GSE55365_NO3_wt
test_E-MEXP-584_pat3_1,E-MEXP-584_pat3,1,ref_E-MEXP-584_MOPS
test_GSE19742_MG1655_lac_deletion_dksA_deletion_Untreated_0,GSE19742_MG1655_lac_deletion_dksA_deletion_Untreated,0,ref_GSE19742_MG1655_lac_deletion
test_GSE24524_oxyR_fumarate_0,GSE24524_oxyR_fumarate,0,ref_GSE24524_wt_fumarate
test_GSE30639_6.5KL_3,GSE30639_6.5KL,3,ref_GSE30639_Anc
test_GSE35392_FadR_1,GSE35392_FadR,1,ref_GSE35392_control
test_GSE13418_biofilm_attachment_0,GSE13418_biofilm_attachment,0,ref_GSE13418_biofilm_attachment
test_GSE2129_anaeroob_GSNO_0,GSE2129_anaeroob_GSNO,0,ref_GSE2129_anaeroob
test_GSE17526_rpoS_Log_2,GSE17526_rpoS_Log,2,ref_GSE17526_Log
test_GSE35371_tr_sin_con_8min_1,GSE35371_tr_sin_con_8min,1,ref_GSE35371_sham
test_GSE6444_hfq_rpoEinduced_IPTG_2,GSE6444_hfq_rpoEinduced_IPTG,2,ref_GSE6444_wt
test_GSE6836_lexA_0.025_0,GSE6836_lexA_0.025,0,ref_GSE6836_luc_0.025
test_GSE7265_RpoS_tp1_1,GSE7265_RpoS_tp1,1,ref_GSE7265_wt_tp1
test_GSE2037_glu_0,GSE2037_glu,0,ref_GSE2037_glu
test_GSE4556_ph5.7_4,GSE4556_ph5.7,4,ref_GSE4556_ph7.0
test_GSE6444_rseA_1,GSE6444_rseA,1,ref_GSE6444_wt
test_GSE5239_BL21_mu0.46_0,GSE5239_BL21_mu0.46,0,ref_GSE5239_BL21_mu0.46
test_GSE59408_MDS42_Doxycycline_resistant_1,GSE59408_MDS42_Doxycycline_resistant,1,ref_GSE59408_MDS42_Parent_strain
test_GSE7656_30°C NaCl GB_2,GSE7656_30°C NaCl GB,2,ref_GSE7656_30°C
test_GSE26187_Zn_2.5min_0,GSE26187_Zn_2.5min,0,ref_GSE26187_ctrl
test_E-MEXP-267_datA_1,E-MEXP-267_datA,1,ref_E-MEXP-267_exp
test_E-MEXP-926_urine_biofilm_VR50_2,E-MEXP-926_urine_biofilm_VR50,2,ref_E-MEXP-926_MOPS_glucose_VR50
test_GSE21839_E4_0,GSE21839_E4,0,ref_GSE21839_WT
test_GSE2999_WT_AB1157_treated_0,GSE2999_WT_AB1157_treated,0,ref_GSE2999_WT_AB1157
test_GSE33147_glycD_day20_2,GSE33147_glycD_day20,2,ref_GSE33147_wt_glyc
test_GSE50828_glycerol_0,GSE50828_glycerol,0,ref_GSE50828_ctrl
test_GSE7265_RelA_tp9_0,GSE7265_RelA_tp9,0,ref_GSE7265_wt_tp1
test_E-MEXP-244_HOCl_1,E-MEXP-244_HOCl,1,ref_E-MEXP-244
test_GSE45443_MOPS_glyc_3,GSE45443_MOPS_glyc,3,ref_GSE45443_MOPSrich_glyc
test_GSE15500_evoGlyc_eBOP42_1,GSE15500_evoGlyc_eBOP42,1,ref_GSE15500_WT
test_GSE30639_6.5KS_2,GSE30639_6.5KS,2,ref_GSE30639_Anc
test_GSE31333_-phdR_MMace_1,GSE31333_-phdR_MMace,1,ref_GSE31333_WT_MMace
test_GSE8965_SA_tp2_4,GSE8965_SA_tp2,4,test_GSE8965_A_tp2
test_E-MEXP-1166_MG1655_evoStat_3,E-MEXP-1166_MG1655_evoStat,3,ref_E-MEXP-1166_MG1655
test_GSE11052_stat_MAJ_2,GSE11052_stat_MAJ,2,ref_GSE11052_stat_MOPS
test_GSE10307_fed-batch_420min_2,GSE10307_fed-batch_420min,2,ref_GSE10307_ctrl_batch
test_GSE35049_GLBRCE1_anaer_ACSH_stat_3,GSE35049_GLBRCE1_anaer_ACSH_stat,3,ref_GSE35049_GLBRCE1_anaer_ACSH_exp
test_GSE35049_GLBRCE1_anaer_ACSH_stat_7,GSE35049_GLBRCE1_anaer_ACSH_stat,7,ref_GSE35049_GLBRCE1_anaer_ACSH_exp
test_GSE10307_fed-batch_300min_1,GSE10307_fed-batch_300min,1,ref_GSE10307_ctrl_batch
test_GSE3437_rpoE_15min_1,GSE3437_rpoE_15min,1,ref_GSE3437_wt_15min
test_GSE6836_hlpA_0.075_0,GSE6836_hlpA_0.075,0,ref_GSE6836_luc_0.075
test_E-MEXP-926_urine_VR50_0,E-MEXP-926_urine_VR50,0,ref_E-MEXP-926_MOPS_glucose_VR50
test_GSE29424_EZglu_BTE-H204A_stat_2,GSE29424_EZglu_BTE-H204A_stat,2,ref_GSE29424_EZglu_BTE-H204A_exp
test_GSE21839_WT_1,GSE21839_WT,1,ref_GSE21839_WT
test_GSE58806_synh_exp_0,GSE58806_synh_exp,0,ref_GSE58806_synh_exp
test_GSE7573_wt_MOPS_methionine_DeaNO_5min_2,GSE7573_wt_MOPS_methionine_DeaNO_5min,2,ref_GSE7573_wt_MOPS_methionine
test_GSE17276_CV103_5,GSE17276_CV103,5,ref_GSE17276_ancestor_JA122
test_GSE6836_nrdB_0.075_1,GSE6836_nrdB_0.075,1,ref_GSE6836_luc_0.075
test_GSE6444_rseA_4,GSE6444_rseA,4,ref_GSE6444_wt
test_GSE21869_PaeR7IR+M+_0,GSE21869_PaeR7IR+M+,0,ref_GSE21869_PaeR7IR-M-
test_GSE7265_WT_tp4_2,GSE7265_WT_tp4,2,ref_GSE7265_WT_ref
test_GSE6033_T11_0,GSE6033_T11,0,ref_GSE6033_Tref
test_GSE21869_PaeR7IR+M+_GEN70_1,GSE21869_PaeR7IR+M+_GEN70,1,ref_GSE21869_PaeR7IR-M-
test_GSE13982_MG1655_Anaerobic_0,GSE13982_MG1655_Anaerobic,0,ref_GSE13982_MG1655_Aerobic
test_GSE6426_MG1655_2,GSE6426_MG1655,2,ref_GSE6426_MG1655
test_GSE16726_MG1655_cra_mutant_1,GSE16726_MG1655_cra_mutant,1,ref_GSE16726_MG1655_Wild_type
test_GSE45443_MOPS_glyc_aMG_CV108_2,GSE45443_MOPS_glyc_aMG_CV108,2,ref_GSE45443_MOPSrich_glyc
test_GSE58806_synh_stat_2,GSE58806_synh_stat,2,ref_GSE58806_synh_exp
test_E-MEXP-732_p23_g9_1,E-MEXP-732_p23_g9,1,ref_E-MEXP-732_empty
test_GSE7265_RelA_tp10_0,GSE7265_RelA_tp10,0,ref_GSE7265_wt_tp1
test_GSE6836_dinP_0.025_2,GSE6836_dinP_0.025,2,ref_GSE6836_luc_0.025
test_GSE17526_rpoS_Stat_Ethanol_1,GSE17526_rpoS_Stat_Ethanol,1,ref_GSE17526_Log
test_GSE51731_150mM_EMIMCl_30min_1,GSE51731_150mM_EMIMCl_30min,1,ref_GSE51731_150mM_EMIMCl_30min
test_E-MEXP-953_T48_MG1655_Biofilm_biofilm_F_lambda_ilvG_rfb_50_rph_1_1,E-MEXP-953_T48_MG1655_Biofilm_biofilm_F_lambda_ilvG_rfb_50_rph_1,1,ref_E-MEXP-953_T10_K12_Exponiential_planktonic_F+Lampda+
test_GSE3250_ppsA_acetateShift_1h_1,GSE3250_ppsA_acetateShift_1h,1,ref_GSE3250_ppsA
test_GSE14796_WT_infusion_sucrose_MgSO4_2,GSE14796_WT_infusion_sucrose_MgSO4,2,ref_GSE14796_WT_infusion
test_GSE20095_WT_1,GSE20095_WT,1,ref_GSE20095_WT
test_GSE6712_control_1,GSE6712_control,1,ref_GSE6712_control
test_GSE8965_SA_tp2_2,GSE8965_SA_tp2,2,test_GSE8965_A_tp2
test_GSE7885_WT_stat_1,GSE7885_WT_stat,1,ref_GSE7885_WT_biofilm
test_GSE19742_MG1655_lac_deletion_1,GSE19742_MG1655_lac_deletion,1,ref_GSE19742_MG1655_lac_deletion
test_GSE7265_WT_tp13_1,GSE7265_WT_tp13,1,ref_GSE7265_WT_ref
test_E-MEXP-245_qor_2,E-MEXP-245_qor,2,ref_E-MEXP-245
test_GSE30639_6.5KL_4,GSE30639_6.5KL,4,ref_GSE30639_Anc
test_GSE39607_ctrl_0,GSE39607_ctrl,0,ref_GSE39607_ctrl
test_GSE49918_polyamine_60min_1,GSE49918_polyamine_60min,1,ref_GSE49918_ctrl
test_GSE58977_exp_synh_t4_0,GSE58977_exp_synh_t4,0,ref_GSE58977_exp_synh_t3
test_GSE25561_WT_42C_OD4_0,GSE25561_WT_42C_OD4,0,ref_GSE25561_WT_37C_OD4
test_GSE7573_arcA_MOPS_DeaNO_5min_1,GSE7573_arcA_MOPS_DeaNO_5min,1,ref_GSE7573_arcA_MOPS
test_GSE7265_RpoS_tp2_1,GSE7265_RpoS_tp2,1,ref_GSE7265_wt_tp1
test_E-MEXP-732_p5_g21_5,E-MEXP-732_p5_g21,5,ref_E-MEXP-732_empty
test_GSE7656_43°C NaCl_2,GSE7656_43°C NaCl,2,ref_GSE7656_30°C
test_GSE10158_cefsulodin10_45min_2,GSE10158_cefsulodin10_45min,2,ref_GSE10158_untreated_0min
test_GSE47589_E1_1,GSE47589_E1,1,ref_GSE47589_A0
test_GSE6444_hfq_3,GSE6444_hfq,3,ref_GSE6444_wt
test_GSE533_temperatureEvolved_line3_2,GSE533_temperatureEvolved_line3,2,ref_GSE533_ancestor
test_GSE533_ancestor_1,GSE533_ancestor,1,ref_GSE533_ancestor
test_GSE7573_iscR_MOPS_DeaNO_5min_2,GSE7573_iscR_MOPS_DeaNO_5min,2,ref_GSE7573_iscR_MOPS
test_GSE33147_lac3_day60_0,GSE33147_lac3_day60,0,ref_GSE33147_wt_lac
test_GSE6609_D3_aerobic_1,GSE6609_D3_aerobic,1,ref_GSE6609_D1_anaerobic
test_GSE59408_MDS42_Cefixime_resistant_2,GSE59408_MDS42_Cefixime_resistant,2,ref_GSE59408_MDS42_Parent_strain
test_GSE3665_mut1_0g/l_etOH_0,GSE3665_mut1_0g/l_etOH,0,ref_GSE3665_wt
test_GSE7265_WT_tp9_2,GSE7265_WT_tp9,2,ref_GSE7265_WT_ref
test_GSE6836_galF_0.075_1,GSE6836_galF_0.075,1,ref_GSE6836_luc_0.075
test_GSE6609_D1_anaerobic_lon_0,GSE6609_D1_anaerobic_lon,0,ref_GSE6609_D1_anaerobic
test_GSE6033_T2_0,GSE6033_T2,0,ref_GSE6033_Tref
test_GSE7656_30°C_1,GSE7656_30°C,1,ref_GSE7656_30°C
test_GSE58806_synh_lt_stat_2,GSE58806_synh_lt_stat,2,ref_GSE58806_synh_lt_exp
test_GSE7265_WT_tp9_1,GSE7265_WT_tp9,1,ref_GSE7265_WT_ref
test_GSE30679_gss_0,GSE30679_gss,0,ref_GSE30679_wt
test_GSE3250_ppsA_acetateShift_6h_2,GSE3250_ppsA_acetateShift_6h,2,ref_GSE3250_ppsA
test_GSE47221_amoxicillin_sensitive_ 1μg/ml_amoxicillin_0,GSE47221_amoxicillin_sensitive_ 1μg/ml_amoxicillin,0,ref_GSE47221_amoxicillin_sensitive
test_GSE35371_control_H2O2_2,GSE35371_control_H2O2,2,ref_GSE35371_neg_leftch
test_GSE29424_EZgly_BTE_stat_2,GSE29424_EZgly_BTE_stat,2,ref_GSE29424_EZgly_BTE-H204A_exp
test_GSE6426_UTI89_0,GSE6426_UTI89,0,ref_GSE6426_MG1655
test_GSE59408_MDS42_Amikacin_resistant_0,GSE59408_MDS42_Amikacin_resistant,0,ref_GSE59408_MDS42_Parent_strain
test_GSE20095_rpoN_mt_2,GSE20095_rpoN_mt,2,ref_GSE20095_WT
test_GSE30005_p2_77_0,GSE30005_p2_77,0,ref_GSE30005_wt
test_GSE3665_mut3_40g/l_etOH_0,GSE3665_mut3_40g/l_etOH,0,ref_GSE3665_wt
test_GSE48829_ydcR_1,GSE48829_ydcR,1,ref_GSE48829_WT
test_GSE35371_tr_sin_int_2.5h_0,GSE35371_tr_sin_int_2.5h,0,ref_GSE35371_sham_2.5h
test_GSE23526_wt_0,GSE23526_wt,0,ref_GSE23526_wt
test_GSE4321_rpoH_5min_2,GSE4321_rpoH_5min,2,ref_GSE4321_wt_5min
test_E-MEXP-1001_art_mating_F_phenocopy_1,E-MEXP-1001_art_mating_F_phenocopy,1,ref_E-MEXP-1001_suspension_exp
test_GSE13444_arcA_Isobutanol_10min_2,GSE13444_arcA_Isobutanol_10min,2,ref_GSE13444_arcA_Isobutanol_0%
test_GSE4724_P4XB2mutant_arg_2,GSE4724_P4XB2mutant_arg,2,ref_GSE4724_P4Xwildtype
test_GSE11052_exp_MAJ_0,GSE11052_exp_MAJ,0,ref_GSE11052_exp_MOPS
test_GSE47221_amoxicillin_resistant_ 1μg/ml_amoxicillin_1,GSE47221_amoxicillin_resistant_ 1μg/ml_amoxicillin,1,ref_GSE47221_amoxicillin_resistant
