Feature.ID,width,start,end
b2027,980,2097322,2098301
b2028,1166,2098448,2099613
b2029,1406,2099863,2101268
b4571,1993,2101397,2103389
b2030,980,2101896,2102875
b2032,1118,2103392,2104509
b2033,590,2104495,2105084
b2034,992,2105066,2106057
b2035,1166,2106061,2107226
b2036,1103,2107227,2108329
b2037,1247,2108338,2109584
b2038,557,2109582,2110138
b2039,881,2110139,2111019
b2040,899,2111078,2111976
b2041,1085,2111977,2113061
b2042,893,2113435,2114327
b2043,1394,2114503,2115896
b2044,1220,2115908,2117127
b2045,1280,2117125,2118404
b2046,1478,2118681,2120158
b2047,1394,2120161,2121554
b2048,1370,2121610,2122979
b2049,1436,2123085,2124520
b2050,1223,2124524,2125746
b2051,479,2125744,2126222
b2052,965,2126226,2127190
b2053,1121,2127194,2128314
b2054,548,2128341,2128888
b2055,746,2128905,2129650
b2056,1217,2129662,2130878
b2057,1217,2130854,2132070
b2058,488,2132068,2132555
b2059,839,2132559,2133397
b2060,2162,2133491,2135652
b2061,443,2135656,2136098
b2062,1139,2136105,2137243
b2063,1583,2137903,2139485
b2064,1853,2139760,2141612
b2065,581,2141635,2142215
b2066,641,2142308,2142948
b2067,3317,2143267,2146583
b2068,848,2146693,2147540
b2069,1352,2147675,2149026
b2070,1946,2149040,2150985
b2071,461,2151186,2151646
b2072,761,2151712,2152472
b2073,659,2152470,2153128
b4436,142,2153310,2153451
b4667,59,2153350,2153408
b4437,135,2153645,2153779
b4668,56,2153682,2153737
b2074,1247,2154017,2155263
b2075,3122,2155264,2158385
b2076,3077,2158387,2161463
b2077,1415,2161465,2162879
b2078,1403,2162877,2164279
b2079,722,2164277,2164998
b2080,332,2165190,2165521
b2081,1361,2165669,2167029
b4438,86,2167115,2167200
b2082,218,2167303,2167520
b2083,212,2167603,2167814
b2085,317,2167990,2168306
b2086,899,2168713,2169611
b4498,2034,2169694,2171727
b2088,299,2170237,2170535
b2089,866,2170533,2171398
b2091,1040,2171834,2172873
b2092,1357,2172922,2174278
b2093,284,2174283,2174566
b2094,452,2174598,2175049
b2095,1262,2175060,2176321
b2096,854,2176351,2177204
b2097,1052,2177513,2178564
b2098,1277,2178822,2180098
b2099,1004,2180096,2181099
b2100,965,2181097,2182061
b2101,746,2182036,2182781
b2102,818,2182834,2183651
b2103,800,2183717,2184516
b2104,788,2184514,2185301
b2105,272,2185525,2185796
b2106,824,2185918,2186741
b2107,338,2186961,2187298
b2108,1034,2187381,2188414
b2109,2480,2188431,2190910
b2110,719,2190927,2191645
b2111,542,2191681,2192222
b2112,281,2192516,2192796
b2113,1109,2193060,2194168
b2114,2033,2194301,2196333
b4499,3795,2196475,2200269
b2118,3632,2200280,2203911
b4541,317,2203973,2204289
b2119,1088,2204597,2205684
b2120,2279,2205696,2207974
b2121,1136,2207968,2209103
b2122,2000,2209101,2211100
b2123,461,2211226,2211686
b2124,470,2211727,2212196
b2125,719,2212244,2212962
b2126,1685,2212960,2214644
b2127,731,2214867,2215597
b4542,107,2215658,2215764
b2128,731,2215746,2216476
b2129,926,2216482,2217407
b2130,1157,2217401,2218557
b2131,917,2218565,2219481
b2132,2297,2219693,2221989
b2133,1715,2222186,2223900
b2134,932,2223939,2224870
b2135,587,2225045,2225631
b2136,578,2225802,2226379
b2137,761,2226510,2227270
b2139,1435,2227324,2228758
b4679,83,2228983,2229065
b2140,947,2229439,2230385
b2141,398,2230625,2231022
b2142,695,2231020,2231714
b2143,884,2231845,2232728
b2144,719,2232879,2233597
b2145,239,2233601,2233839
b2146,1238,2234034,2235271
b2147,1235,2235266,2236500
b2148,1010,2236744,2237753
b2149,1520,2237770,2239289
b2150,998,2239351,2240348
b2151,1040,2240629,2241668
b2152,1157,2241811,2242967
b2153,668,2242985,2243652
b2154,836,2243911,2244746
b2155,1991,2244779,2246769
b2156,1469,2247064,2248532
b2157,881,2248738,2249618
b2158,1049,2249718,2250766
b2159,857,2250841,2251697
b2160,1088,2251701,2252788
b2161,1250,2252896,2254145
b2162,941,2254246,2255186
b2163,659,2255356,2256014
b2164,1250,2256086,2257335
b2165,938,2257430,2258367
b2166,941,2258356,2259296
b2167,1691,2259720,2261410
b2168,938,2261428,2262365
b2169,1130,2262366,2263495
b2170,1181,2263864,2265044
b4502,254,2265042,2265295
b2171,572,2265451,2266022
b2172,1466,2266246,2267711
b2173,986,2267830,2268815
b2174,713,2268855,2269567
b2175,566,2269980,2270545
b2176,1556,2270727,2272282
b2177,1814,2272365,2274178
b2178,1094,2274180,2275273
b2179,1025,2275274,2276298
b2180,1589,2276301,2277889
b2181,344,2277894,2278237
b2182,1190,2278571,2279760
b2183,695,2279789,2280483
b2184,1760,2280633,2282392
b2185,284,2282518,2282801
b2186,1007,2282941,2283947
b2187,227,2284130,2284356
b2188,1760,2284377,2286136
b2189,76,2286212,2286287
b2190,3790,2286391,2290180
b2192,980,2289066,2290045
b2193,647,2290501,2291147
b2194,1052,2291359,2292410
b2195,557,2292408,2292964
b2196,1943,2292962,2294904
b2197,479,2294902,2295380
b2198,209,2295378,2295586
b2199,737,2295584,2296320
b2200,662,2296363,2297024
b2201,623,2297022,2297644
b2202,602,2297658,2298259
b2203,449,2298270,2298718
b2204,863,2298716,2299578
b2205,695,2299566,2300260
b2206,2486,2300268,2302753
b2207,263,2302751,2303013
b2208,494,2303004,2303497
b2209,488,2303906,2304393
b2210,1646,2305109,2306754
b2211,1643,2306973,2308615
b2212,650,2308692,2309341
b2213,1064,2309342,2310405
b2214,1055,2310480,2311534
b2215,1103,2311647,2312749
b4439,92,2313085,2313176
b2216,2672,2313489,2316160
b2217,650,2316178,2316827
b2218,2849,2317028,2319876
b2775,1277,2900593,2901869
b2220,1385,2321867,2323251
b2221,662,2323448,2324109
b2222,650,2324110,2324759
b2223,1322,2324757,2326078
b2224,1184,2326110,2327293
b2225,776,2327368,2328143
b2226,1649,2328149,2329797
b4500,4604,2329799,2334402
b2229,623,2334337,2334959
b2230,1688,2334957,2336644
b2231,2627,2336794,2339420
b2232,722,2339568,2340289
b2233,3752,2340418,2344169
b2234,2285,2344866,2347150
b2235,1130,2347385,2348514
b2236,254,2348515,2348768
b2237,650,2348823,2349472
b2238,242,2349652,2349893
b2239,1076,2349936,2351011
b2240,1358,2351017,2352374
b2241,1628,2352648,2354275
b2242,1259,2354266,2355524
b2243,1190,2355522,2356711
b2244,899,2356905,2357803
b4543,185,2357817,2358001
b2245,803,2358043,2358845
b2246,1289,2358864,2360152
b2247,1205,2360210,2361414
b2248,782,2361430,2362211
b2249,1202,2362432,2363633
b2250,542,2363734,2364275
b2251,425,2364555,2364979
b2252,602,2365019,2365620
b2253,1139,2365929,2367067
b2254,968,2367072,2368039
b2255,1982,2368040,2370021
b2256,890,2370019,2370908
b2257,1652,2370909,2372560
b4544,335,2372558,2372892
b2258,386,2372893,2373278
b2259,266,2373273,2373538
b2260,1355,2373649,2375003
b2261,962,2375001,2375962
b2262,857,2375963,2376819
b2263,758,2376835,2377592
b2264,1670,2377590,2379259
b2265,1295,2379349,2380643
b2266,305,2380723,2381027
b2267,461,2381083,2381543
b2268,917,2381609,2382525
b2269,1211,2382714,2383924
b2270,1727,2383996,2385722
b2271,971,2385861,2386831
b2272,503,2386935,2387437
b2273,716,2387711,2388426
b2274,422,2388636,2389057
b2275,848,2389117,2389964
b2276,1457,2390049,2391505
b2277,1529,2391513,2393041
b2278,1841,2393206,2395046
b2279,302,2395044,2395345
b2280,554,2395343,2395896
b2281,542,2395909,2396450
b2282,977,2396466,2397442
b2283,2726,2397440,2400165
b2284,1337,2400219,2401555
b2285,500,2401553,2402052
b2286,1790,2402056,2403845
b2287,662,2403952,2404613
b2288,443,2404630,2405072
b2289,938,2405704,2406641
b2290,1217,2407562,2408778
b2291,599,2408863,2409461
b2292,1832,2409521,2411352
b2293,650,2411440,2412089
b2294,494,2412101,2412594
b2295,455,2412678,2413132
b2296,1202,2413471,2414672
b2297,2144,2414748,2416891
b2298,1520,2417082,2418601
b2299,542,2418635,2419176
b2300,554,2419235,2419788
b2301,644,2419842,2420485
b2302,647,2420622,2421268
b2303,362,2421326,2421687
b2304,893,2421709,2422601
b2305,890,2422650,2423539
b2306,773,2423737,2424509
b2307,716,2424518,2425233
b2308,686,2425231,2425916
b2309,782,2426007,2426788
b2310,782,2427010,2427791
b2311,569,2428058,2428626
b2312,1517,2428722,2430238
b2313,488,2430276,2430763
b2314,662,2431023,2431684
b2315,1268,2431675,2432942
b2316,914,2433013,2433926
b2317,659,2434083,2434741
b2318,812,2434825,2435636
b2319,1013,2435637,2436649
b2320,1136,2436716,2437851
b2321,995,2437951,2438945
b2322,1178,2438943,2440120
b2323,1220,2440386,2441605
b2324,2006,2441765,2443770
b2325,278,2443892,2444169
b2326,548,2444204,2444751
b2327,809,2444752,2445560
b2328,824,2445561,2446384
b2329,1085,2446389,2447473
b2330,932,2447509,2448440
b2331,551,2448607,2449157
b2332,821,2449229,2450049
b2333,539,2450052,2450590
b2334,488,2450588,2451075
b2335,512,2451073,2451584
b2336,752,2451585,2452336
b4661,2645,2452357,2455001
b2339,563,2455084,2455646
b2340,485,2456328,2456812
b2341,2144,2457016,2459159
b2342,1310,2459160,2460469
b2343,284,2460651,2460934
b2344,1340,2461307,2462646
b2345,1058,2463013,2464070
b2346,755,2464253,2465007
b2347,932,2465302,2466233
b2348,74,2466310,2466383
b2349,1157,2466546,2467702
b2350,362,2467856,2468217
b2351,920,2468215,2469134
b2352,1331,2469132,2470462
b2353,290,2470816,2471105
b2354,440,2471078,2471517
b2355,578,2471545,2472122
b2356,269,2472119,2472387
b2357,494,2472388,2472881
b2358,707,2472879,2473585
b2359,362,2473605,2473966
b2360,824,2474033,2474856
b2361,536,2474985,2475520
b2362,362,2475512,2475873
b2363,305,2475874,2476178
b4545,50,2476182,2476231
b4501,200,2476311,2476510
b4643,14,2476585,2476598
b2364,935,2476695,2477629
b2365,1337,2477848,2479184
b2366,1328,2479203,2480530
b2367,1538,2480639,2482176
b2368,1163,2482177,2483339
b2369,614,2483756,2484369
b2370,3593,2484375,2487967
b2371,1145,2488024,2489168
b2372,944,2489243,2490186
b2373,1694,2490257,2491950
b2374,1250,2492005,2493254
b2375,635,2493768,2494402
b2376,275,2494699,2494973
b2377,242,2495051,2495292
b2378,920,2495646,2496565
b4680,71,2496922,2496992
b2379,1238,2497058,2498295
b2380,1697,2498672,2500368
b2381,734,2500384,2501117
b2382,857,2501131,2501987
b2383,2495,2501991,2504485
b2384,1037,2504511,2505547
b2385,1085,2505548,2506632
b2386,1247,2506648,2507894
b2387,326,2507917,2508242
b2388,965,2508462,2509426
b2389,1256,2509631,2510886
b2390,326,2511002,2511327
b2392,1238,2511469,2512706
b2393,1202,2513043,2514244
b2394,1112,2514332,2515443
b2395,2189,2515644,2517832
b2396,75,2518042,2518116
b2397,75,2518157,2518231
b2398,344,2518468,2518811
b2399,392,2518814,2519205
b2400,1415,2519258,2520672
b2401,75,2520932,2521006
b2402,75,2521052,2521126
b2403,75,2521174,2521248
b2404,75,2521254,2521328
b2405,884,2521594,2522477
b2406,1256,2522730,2523985
b2407,833,2524046,2524878
b2408,764,2525128,2525891
b2409,926,2525931,2526856
b2410,998,2526947,2527944
b4546,218,2527942,2528159
b2411,2015,2528162,2530176
b2412,986,2530248,2531233
b2413,761,2531464,2532224
b2414,971,2532410,2533380
b2415,257,2533765,2534021
b2416,1727,2534067,2535793
b2417,509,2535835,2536343
b2418,851,2536387,2537237
b2419,374,2537343,2537716
b2420,734,2537750,2538483
b2421,911,2538673,2539583
b2422,1097,2539718,2540814
b2423,875,2540805,2541679
b2424,833,2541680,2542512
b2425,1016,2542513,2543528
b2426,791,2543833,2544623
b2427,857,2544753,2545609
b2428,896,2545774,2546669
b2429,1424,2546674,2548097
b2430,1304,2548103,2549406
b2431,899,2549647,2550545
b2432,575,2550642,2551216
b2433,449,2551278,2551726
b2434,425,2551714,2552138
b2435,869,2552353,2553221
b2436,899,2553226,2554124
b2437,1052,2554131,2555182
b2438,500,2555229,2555728
b2439,659,2555742,2556400
b2440,887,2556411,2557297
b2441,1361,2557319,2558679
b2442,1208,2558859,2560066
b2443,641,2560258,2560898
b2444,245,2561369,2561613
b2445,368,2561626,2561993
b2446,416,2562112,2562527
b2447,593,2562525,2563117
b2448,377,2563593,2563969
b2449,392,2563981,2564372
b2450,809,2564524,2565332
b2451,1403,2565482,2566884
b2452,1226,2566882,2568107
b2453,1187,2568325,2569511
b2454,836,2569502,2570337
b2455,1403,2570349,2571751
b2456,287,2571764,2572050
b2457,293,2572158,2572450
b2458,1016,2572490,2573505
b2459,803,2573503,2574305
b2460,701,2574303,2575003
b2461,479,2574979,2575457
b2462,335,2575471,2575805
b2463,2279,2576099,2578377
b2464,950,2578667,2579616
b2465,2003,2579637,2581639
b2466,1043,2581735,2582777
b2467,575,2582904,2583478
b2468,1979,2583547,2585525
b2469,1700,2585732,2587431
b2470,3113,2587596,2590708
b4606,59,2590808,2590866
b2471,356,2591248,2591603
b2472,1127,2591608,2592734
b4547,200,2592763,2592962
b2473,698,2593073,2593770
b2474,2015,2593845,2595859
b2475,863,2595875,2596737
b2476,713,2596906,2597618
b2477,1034,2597832,2598865
b2478,878,2598883,2599760
b2479,572,2599907,2600478
b2480,470,2600479,2600948
b2481,617,2601202,2601818
b2482,2018,2601819,2603836
b2483,947,2603848,2604794
b2484,1439,2604812,2606250
b2485,650,2606263,2606912
b2486,1580,2606918,2608497
b2487,1667,2608488,2610154
b2488,545,2610165,2610709
b2489,758,2610707,2611464
b2490,413,2611458,2611870
b2491,2012,2611901,2613912
b2492,848,2613935,2614782
b2493,1061,2614821,2615881
b2494,1463,2616095,2617557
b2495,359,2617579,2617937
b2496,701,2618076,2618776
b2497,1289,2618872,2620160
b2498,626,2620247,2620872
b2499,1037,2621198,2622234
b2500,638,2622235,2622872
b2501,2066,2623045,2625110
b2502,1541,2625116,2626656
b2503,2243,2626696,2628938
b2504,191,2629291,2629481
b2505,518,2629793,2630310
b2506,539,2630327,2630865
b2507,1577,2630959,2632535
b2508,1466,2632605,2634070
b2509,1370,2634233,2635602
b2510,215,2635600,2635814
b2511,1472,2635885,2637356
b2512,1178,2637475,2638652
b2513,620,2638664,2639283
b2514,1274,2639302,2640575
b2515,1118,2640687,2641804
b2516,1013,2641832,2642844
b2517,1154,2643130,2644283
b2518,431,2644434,2644864
b2519,2312,2645014,2647325
b2520,4961,2647327,2652287
b2521,845,2652495,2653339
b4440,303,2653856,2654158
b2522,776,2654158,2654933
b2523,1283,2655076,2656358
b2524,200,2656537,2656736
b2525,335,2656749,2657083
b2526,1850,2657086,2658935
b2527,515,2658953,2659467
b2528,323,2659564,2659886
b2529,386,2659904,2660289
b2530,1214,2660318,2661531
b2531,488,2661644,2662131
b2532,740,2662584,2663323
b2533,803,2663443,2664245
b2534,854,2664391,2665244
b2535,1280,2665436,2666715
b2536,1139,2666708,2667846
b4706,65,2668007,2668071
b2537,890,2668007,2668896
b2538,1361,2669033,2670393
b2539,518,2670391,2670908
b2540,320,2670909,2671228
b2541,812,2671226,2672037
b2542,1202,2672048,2673249
b2543,422,2673347,2673768
b2544,872,2673817,2674688
b2545,1061,2674701,2675761
b2546,998,2675828,2676825
b2547,1511,2676851,2678361
b2548,983,2678385,2679367
b2549,3281,2679465,2682745
b2550,1193,2682864,2684056
b2551,1253,2684255,2685507
b2552,1190,2685836,2687025
b2553,338,2687071,2687408
b2554,1334,2687470,2688803
b2555,713,2688794,2689506
b2556,1427,2689672,2691098
b4441,183,2691158,2691340
b2557,3887,2691657,2695543
b2558,1556,2695802,2697357
b2559,503,2697355,2697857
b2560,635,2697916,2698550
b2561,848,2698760,2699607
b2562,260,2699664,2699923
b4687,80,2700118,2700197
b4608,76,2700521,2700596
b2563,380,2700619,2700998
b2564,731,2700999,2701729
b2565,728,2701742,2702469
b2566,905,2702482,2703386
b2567,680,2703384,2704063
b2568,974,2704336,2705309
b2569,1799,2705326,2707124
b2570,479,2707323,2707801
b2571,956,2707799,2708754
b2572,650,2708755,2709404
b2573,575,2709438,2710012
b2574,1622,2710421,2712042
b2575,737,2712028,2712764
b2576,1334,2712897,2714230
b2577,881,2714440,2715320
b2578,587,2715424,2716010
b2579,383,2716067,2716449
b2580,689,2716755,2717443
b2581,1037,2717492,2718528
b2582,419,2718736,2719154
b2583,698,2719224,2719921
b2584,2660,2719954,2722613
b2585,1355,2722728,2724082
b2586,323,2724129,2724451
b2587,1298,2724449,2725746
b2588,119,2726070,2726188
b2589,2903,2726282,2729184
b2590,75,2729370,2729444
b2591,1541,2729617,2731157
b2592,2573,2731601,2734173
b4609,142,2734154,2734295
b2593,731,2734304,2735034
b2594,980,2735032,2736011
b2595,737,2736147,2736883
b2597,341,2737155,2737495
b2598,47,2737600,2737646
b2599,1160,2737746,2738905
b2600,1121,2738949,2740069
b2601,1070,2740081,2741150
b2602,365,2741361,2741725
b2603,518,2741876,2742393
b2604,1226,2742384,2743609
b2605,482,2743626,2744107
b2606,347,2744184,2744530
b2607,767,2744573,2745339
b2608,548,2745371,2745918
b2609,248,2745938,2746185
b2610,1361,2746435,2747795
b2611,791,2747963,2748753
b4461,1286,2748775,2750060
b2614,593,2750116,2750708
b2615,878,2750832,2751709
b2616,1661,2751796,2753456
b2617,341,2753606,2753946
b2618,290,2754009,2754298
b2619,476,2754289,2754764
b2620,482,2754897,2755378
b2621,362,2755594,2755955
b2622,1241,2756160,2757400
b2623,956,2757645,2758600
b2624,212,2758645,2758856
b2625,1409,2758986,2760394
b2626,626,2760548,2761173
b2627,2189,2761352,2763540
b2628,1616,2763538,2765153
b2629,263,2765514,2765776
b2630,1073,2765919,2766991
b2631,371,2766985,2767355
b2632,863,2767711,2768573
b2633,821,2768666,2769486
b2634,701,2769704,2770404
b2635,236,2770446,2770681
b2636,443,2770682,2771124
b2637,467,2771149,2771615
b2638,152,2772003,2772154
b2641,1015,2772168,2773182
b2642,1703,2773319,2775021
b4644,271,2775546,2775816
b2643,458,2775920,2776377
b2644,482,2776387,2776868
b4548,200,2776878,2777077
b2645,317,2777116,2777432
b2646,329,2777454,2777782
b4645,13,2777973,2777985
b2647,4580,2778147,2782726
b2648,239,2783066,2783304
b2650,1373,2783639,2785011
b2652,75,2785763,2785837
b4462,2252,2786398,2788649
b2659,977,2788986,2789962
b2660,1268,2789983,2791250
b2661,1448,2791274,2792721
b2662,1280,2792736,2794015
b2663,1400,2794254,2795653
b2664,662,2795675,2796336
b2665,449,2796338,2796786
b2666,158,2796871,2797028
b2667,299,2797212,2797510
b2668,524,2797521,2798044
b2669,404,2798092,2798495
b2670,449,2799165,2799613
b2671,344,2799651,2799994
b2672,329,2800147,2800475
b2673,245,2800724,2800968
b2674,410,2800966,2801375
b2675,2144,2801349,2803492
b2676,959,2803503,2804461
b2677,1202,2804816,2806017
b2678,1064,2806011,2807074
b2679,992,2807133,2808124
b2681,1177,2808317,2809493
b2682,737,2809618,2810354
b2683,335,2810345,2810679
b2684,530,2810771,2811300
b2685,1172,2811428,2812599
b2686,1538,2812617,2814154
b2687,515,2814219,2814733
b4442,77,2814803,2814879
b2688,1556,2814884,2816439
b2689,428,2816513,2816940
b2690,566,2816938,2817503
b2691,76,2817785,2817860
b2692,76,2818060,2818135
b2693,76,2818199,2818274
b2694,76,2818474,2818549
b2695,92,2818554,2818645
b2696,185,2818962,2819146
b2697,2630,2819382,2822011
b2698,500,2822140,2822639
b2699,1061,2822709,2823769
b2700,497,2823850,2824346
b2701,1085,2824492,2825576
b2702,563,2825833,2826395
b2703,959,2826393,2827351
b2704,371,2827363,2827733
b2705,779,2827738,2828516
b2706,359,2828622,2828980
b2707,773,2829048,2829820
b2708,965,2829814,2830778
b2709,1514,2830776,2832289
b2710,1439,2832477,2833915
b2711,1133,2833913,2835045
b2712,2252,2835174,2837425
b2713,527,2837579,2838105
b2714,1010,2838255,2839264
b2715,1457,2839525,2840981
b2716,1424,2840991,2842414
b2717,470,2842574,2843043
b2718,410,2843037,2843446
b2719,767,2843444,2844210
b2720,542,2844211,2844752
b2721,1709,2844763,2846471
b2722,923,2846490,2847412
b2723,1826,2847416,2849241
b2724,611,2849239,2849849
b2725,461,2849975,2850435
b2726,350,2850648,2850997
b2727,872,2851002,2851873
b2728,272,2851865,2852136
b2729,1121,2852137,2853257
b2730,1010,2853255,2854264
b2731,2078,2854339,2856416
b2732,353,2856454,2856806
b2733,2561,2857094,2859654
b2734,656,2859761,2860416
b2735,767,2860468,2861234
b2736,908,2861431,2862338
b2737,1166,2862336,2863501
b2738,638,2863594,2864231
b2739,776,2864237,2865012
b2740,1364,2865102,2866465
b2741,992,2866560,2867551
b2742,1139,2867615,2868753
b2743,626,2868894,2869519
b2744,761,2869514,2870274
b2745,1049,2870256,2871304
b2746,479,2871302,2871780
b2747,710,2871781,2872490
b2748,311,2872510,2872820
b2749,323,2873015,2873337
b2750,605,2873388,2873992
b2751,1427,2873993,2875419
b2752,908,2875422,2876329
b2753,1037,2876582,2877618
b2754,284,2878570,2878853
b2755,917,2878856,2879772
b2756,599,2879789,2880387
b2757,674,2880375,2881048
b2758,1091,2881052,2882142
b2759,482,2882156,2882637
b2760,1508,2882631,2884138
b2761,2666,2884554,2887219
b4701,55,2887355,2887409
b2762,734,2887579,2888312
b2763,1712,2888388,2890099
b2764,1799,2890100,2891898
b2765,365,2892215,2892579
b2766,1271,2892658,2893928
b2767,260,2893920,2894179
b2768,575,2894197,2894771
b2769,860,2894920,2895779
b2770,779,2895777,2896555
b2771,1337,2896534,2897870
b4463,1454,2897965,2899418
b2774,785,2899489,2900273
b2776,1478,2901897,2903374
b2777,671,2904748,2905418
b4682,140,2905558,2905697
b2778,872,2905712,2906583
b2779,1298,2906644,2907941
b2780,1637,2908030,2909666
b2781,791,2909895,2910685
b2782,335,2910757,2911091
b2783,248,2911092,2911339
b2784,2234,2911418,2913651
b2785,1301,2913700,2915000
b2786,2756,2915058,2917813
b2787,1340,2918046,2919385
b2788,1340,2919407,2920746
b2789,1352,2920749,2922100
b2790,449,2922536,2922984
b2791,782,2923003,2923784
b2792,329,2923785,2924113
b4408,368,2924157,2924524
b2793,545,2924736,2925280
b2794,848,2925349,2926196
b2795,1364,2926309,2927672
b2796,1289,2928230,2929518
b2797,1367,2929577,2930943
b2798,755,2931056,2931810
b2799,1148,2931866,2933013
b2800,647,2933042,2933688
b2801,1316,2934236,2935551
b2802,1775,2935585,2937359
b2803,1418,2937469,2938886
b2804,422,2938889,2939310
b2805,731,2939369,2940099
b2806,1100,2940144,2941243
b2807,395,2941237,2941631
b2808,917,2941651,2942567
b4443,205,2942697,2942901
b2809,227,2942919,2943145
b2810,1205,2943338,2944542
b2811,443,2944543,2944985
b2812,806,2945037,2945842
b2813,1097,2946082,2947178
b2814,76,2947388,2947463
b2815,76,2947498,2947573
b2816,76,2947608,2947683
b2817,1253,2947758,2949010
b2818,1331,2949243,2950573
b2819,1826,2950636,2952461
b2820,3542,2952462,2956003
b2821,2888,2955997,2958884
b2822,3368,2959061,2962428
b2823,323,2962442,2962764
b2824,407,2962750,2963156
b2825,563,2963154,2963716
b2826,470,2963708,2964177
b2827,794,2964362,2965155
b2828,875,2965163,2966037
b2829,2246,2966189,2968434
b2830,530,2968448,2968977
b2831,689,2969663,2970351
b2832,713,2970421,2971133
b2833,218,2971272,2971489
b2834,1040,2971598,2972637
b2835,1193,2972670,2973862
b2836,2159,2973856,2976014
b4444,87,2976103,2976189
b4445,81,2976305,2976385
b2837,1031,2976600,2977630
b2838,1262,2977638,2978899
b2839,935,2979022,2979956
b2840,692,2979944,2980635
b2841,1418,2980765,2982182
b2842,761,2982498,2983258
b2843,836,2983289,2984124
b2844,1181,2984412,2985592
b2845,1229,2985848,2987076
b2846,632,2987537,2988168
b2847,809,2988503,2989311
b2848,482,2989305,2989786
b4683,80,2989820,2989899
b2849,425,2989936,2990360
b2850,489,2990555,2991043
b2851,491,2991269,2991759
b2852,1376,2992095,2993470
b2853,218,2993639,2993856
b2854,502,2993940,2994441
b2856,632,2994461,2995092
b2858,706,2995315,2996020
b2859,398,2995963,2996360
b2860,905,2996373,2997277
b2861,365,2997236,2997600
b2863,1136,2997693,2998828
b2864,73,2998985,2999057
b2865,755,2999137,2999891
b2866,2258,3000346,3002603
b2867,878,3002615,3003492
b2868,479,3003490,3003968
b2869,1778,3004009,3005786
b2870,1190,3006263,3007452
b2871,1196,3007511,3008706
b2872,1211,3008765,3009975
b2873,1385,3010029,3011413
b2874,932,3011462,3012393
b2875,1625,3012615,3014239
b2876,770,3014288,3015057
b2877,578,3015161,3015738
b2878,3098,3016061,3019158
b2879,1328,3019162,3020489
b2880,779,3020541,3021319
b2881,2870,3021317,3024186
b2882,1400,3024352,3025751
b2883,1319,3025767,3027085
b4464,1367,3027122,3028488
b2886,488,3028525,3029012
b2887,1919,3029013,3030931
b2888,1448,3031368,3032815
b4684,125,3032818,3032942
b2889,548,3033066,3033613
b2890,1517,3033658,3035174
b2891,1098,3035185,3036282
b2892,1733,3036374,3038106
b2893,710,3038113,3038822
b2894,896,3038848,3039743
b2895,521,3039856,3040376
b2896,407,3040417,3040823
b2897,266,3040805,3041070
b2898,980,3041314,3042293
b2899,659,3042490,3043148
b2900,311,3043313,3043623
b2901,1439,3043663,3045101
b2902,743,3045159,3045901
b2903,2873,3046169,3049041
b2904,389,3049161,3049549
b2905,1094,3049574,3050667
b2906,1202,3051116,3052317
b2907,1178,3052341,3053518
b2908,1325,3053516,3054840
b2909,578,3054867,3055444
b2910,329,3055613,3055941
b2911,182,3055984,3056165
b2912,548,3056242,3056789
b4446,139,3056850,3056988
b4665,59,3056891,3056949
b2913,1232,3057179,3058410
b2914,659,3058667,3059325
b2915,320,3059382,3059701
b2916,893,3059754,3060646
b2917,2144,3060851,3062994
b2918,995,3062988,3063982
b2919,785,3063994,3064778
b2920,1478,3064803,3066280
b2921,896,3066278,3067173
b2922,740,3067341,3068080
b2923,635,3068174,3068808
b2924,860,3068948,3069807
b2925,1079,3070166,3071244
b2926,1163,3071460,3072622
b2927,1019,3072673,3073691
b2928,713,3073977,3074689
b2929,509,3074687,3075195
b2930,965,3075218,3076182
b4465,1277,3076180,3077456
b2933,1388,3077472,3078859
b2934,443,3078888,3079330
b2935,1991,3079645,3081635
b2936,758,3081914,3082671
b2937,920,3082878,3083797
b2938,1976,3083936,3085911
b2939,131,3085921,3086051
b2940,215,3086188,3086402
b2942,1154,3086707,3087860
b2943,1394,3088285,3089678
b2944,497,3089756,3090252
b2945,707,3090348,3091054
b2946,731,3091135,3091865
b2947,950,3091879,3092828
b2948,563,3092938,3093500
b2949,416,3093501,3093916
b2950,980,3094101,3095080
b2951,704,3095099,3095802
b2952,566,3095821,3096386
b2953,290,3096384,3096673
b2954,593,3096682,3097274
b2955,1136,3097268,3098403
b2956,1007,3098559,3099565
b2957,1046,3099683,3100728
b2958,719,3100905,3101623
b2959,326,3101808,3102133
b2960,719,3102134,3102852
b2961,1052,3103014,3104065
b2962,275,3104094,3104368
b2963,1079,3104434,3105512
b2964,1256,3105715,3106970
b2965,2135,3107021,3109155
b2966,707,3109554,3110260
b2967,75,3110367,3110441
b2968,536,3110591,3111126
b2969,962,3111129,3112090
b2970,848,3112094,3112941
b2971,410,3113068,3113477
b2972,809,3113544,3114352
b4466,4562,3114551,3119112
b2975,1682,3119598,3121279
b2976,2171,3121635,3123805
b2977,404,3123828,3124231
b4467,1223,3124237,3125459
b4468,1052,3125471,3126522
b2979,1499,3126523,3128021
b2980,764,3128273,3129036
b2981,1100,3129044,3130143
b2982,980,3130215,3131194
b2983,1067,3131342,3132408
b2984,758,3132455,3133212
b2985,713,3133245,3133957
b2986,692,3134132,3134823
b2987,1499,3134873,3136371
